Record #,Code / Description,Responsible Party,Unit(s),Status,Picture,Correction Required By:
HSNG-25-806,105.CMR.410.240: Occupant’s Installation and Maintenance Responsibilities (A) (5)(Tenant removed smoke and CO detectors),Both,First floor unit,Cited,"",""
HSNG-25-805,"GARAGESHINGLES ARE MISSING 105.CMR.410.500 (A) 2ROOF IS OPEN TO ELEMENTS 105.CMR.410.500 (A) 2SHINGLES ARE ROTTED 105.CMR.410.500 (A) 2ROOF IS LEAKING 105.CMR.410.500 (A) STRUCTURAL MEMBES ARE UNSOUND 105.CMR.410.500 (A) 2PAINT PEELING, REMOVE LOOSE PAINT, REPAINT 105.CMR.410.500 (A) 2DOOR GLASS BROKEN /MISSING 106.CMR.410.500 (A) 2",Tenant,"",Cited,1335950,10/20/2025
HSNG-25-804,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L.(1)(A)(litter on treebelt),Owner,"",Corrected,1335914,""
HSNG-25-803,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A) Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Book shelf left on the treebelt,Owner,"",Corrected,1335905,09/25/2025
HSNG-25-802,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( grass on tree belt),Owner,"",Cited,1335882,10/14/2025
HSNG-25-801,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Accumulation of litter on sidewalk in front of property),Owner,"",Cited,1335871,10/02/2025
HSNG-25-798,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter trash in yard and garage),Owner,"",Cited,"",""
HSNG-25-798,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Litter/trash in yard and garage)105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements(A)2(Broken screen door handle)(Bathroom ceiling water damage)(Kitchen drawer missing/ broken cabinet door)105.CMR.410.150: Hot Water(A)(hot water temperature at 63.5°F,Owner,"",Cited,"",""
HSNG-25-797,"Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)(furniture , pallet)",Owner,"",Cited,1335856,10/07/2025
HSNG-25-797,"Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( furniture, pallet)",Owner,"",Cited,1335863,10/07/2025
HSNG-25-800,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(litter on treebelt) ,Owner,"",Corrected,1335864,""
HSNG-25-796,Placement of Containers for Ashes & Rubbish – Tree belt & Sidewalk CHAPTER 327 Article I § 327-7 (A)trash and recycling barrels left on street,Owner,"",Corrected,1335844,09/25/2025
HSNG-25-795,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)( Ford, White )",Owner,"",Cited,1335846,10/17/2025
HSNG-25-794,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Chair and foot rest left on curb,Owner,"",Cited,1335737,09/25/2025
HSNG-25-793,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Bulk furniture item left on tree belt),Owner,"",Cited,1335724,10/02/2025
HSNG-25-792,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)( school bus, green ).",Owner,"",Cited,1335783,10/17/2025
HSNG-25-791,"LITTER VACANT LOT CHAPTER 327 Article I § 327-13 L (2)( logs ) OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)( grass, brush)",Owner,"",Cited,1335953,10/17/2025
HSNG-25-790,"OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)( grass, bushes )",Owner,"",Cited,1335768,10/17/2025
HSNG-25-789,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(2) Pests;(3) Potential injury hazards;(4) Conditions contributing to the accumulation of standing water; or(5) Any other condition which affects the health, safety, or well-being of the occupants of any residence or of the general public.",Owner,"",Corrected,1335668,10/03/2025
HSNG-25-788,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Leaves and tree branches),Owner,"",Corrected,"",""
HSNG-25-787,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Mattress left on sidewalk in front of of property),Owner,"",Corrected,1335330,10/08/2025
HSNG-25-786,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Mattress left on sidewalk in front of property),Owner,"",Corrected,1335296,10/08/2025
HSNG-25-785,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Crib frame left on treebelt,Owner,"",Cited,1335290,09/24/2025
HSNG-25-784,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( dumpster needs to be emptied regularly),Both,"",Cited,1335596,10/17/2025
HSNG-25-783,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A) front yard/treebelt,Owner,"",Cited,1335273,10/01/2025
HSNG-25-783,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B) Isuzu Truck,Owner,"",Corrected,1335274,10/01/2025
HSNG-25-782,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B),Owner,"",Corrected,"",10/01/2025
HSNG-25-781,LITTER VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Accumulation of litter along sidewalk and tree belt),Owner,"",Corrected,1335255,10/01/2025
HSNG-25-780,"105 CMR 410.235 (A,1,3,12,13) Owner’s Installation and Maintenance Responsibilities (, light switches missing covers second floor front landing and first floor rear landing)105 CMR 410.520 (A,1) Protective Railings and Walls(No hand railing back stair well and in basement stairwell)",Owner,"",Cited,"",""
HSNG-25-779,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Treebelt along Montgomery Street,Owner,"",Cited,1335226,09/24/2025
HSNG-25-778,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Treebelt along Montgomery Street,Owner,"",Corrected,1335216,09/25/2025
HSNG-25-777,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)overgrowth on tree belt along Montgomery Street,Owner,"",Corrected,1335208,09/24/2025
HSNG-25-776,Placement of Containers for Ashes & Rubbish – Tree belt & Sidewalk CHAPTER 327 Article I § 327-7 (A),Owner,"",Corrected,1335172,09/24/2025
HSNG-25-775,"105.CMR.410.550 (B)(Wasp nest in side porch overhang, significant activity observed)",Owner,"",Corrected,1339739,10/30/2025
HSNG-25-775, 105.CMR.410.500 (A) 2(Floorboard in living room is sloping towards wall),Owner,"",Corrected,1339744,10/30/2025
HSNG-25-775,105.CMR.410.500 (A) 1(Moisture stains in bedroom ceiling),Owner,"",Corrected,1339746,10/30/2025
HSNG-25-775,"105.CMR.410.235 (A) 12(Bathroom light fixture is faulty, doesn’t turn on)",Owner,"",Cited,1355353,12/15/2025
HSNG-25-772," 105.CMR.410.235 (A) 12(Incorrectly wired electrical outlets throughout dwelling unit, hot and neutral reverse and open ground, permitted electrical work is needed)",Owner,"",Corrected,"",10/17/2025
HSNG-25-771,"Condemnation: Entire Dwelling/Fire105.CMR.410.003: General Provisions(C) No owner or occupant shall cause any service, facility, equipment, or utility which is required to be made available by 105 CMR 410.000, or any optional service, facility, equipment, or utility provided by the owner, to be removed from or shut off from any occupied residence except for such temporary period as may be necessary during actual repairs or alterations and where reasonable notice of curtailment of service is given to the occupant, or during temporary emergencies when curtailment of service is approved by the board of health. If any such service, facility, equipment, or utility becomes curtailed, the responsible party shall take immediate steps to cause its restoration. (See M.G.L. c. 186, § 14).(Electrical service shut off due to fire)105.CMR.410.235: A-12 Owner’s Installation and Maintenance Responsibilities (Fixtures,Switches and Wiring Compromised,Due to Fire and Water) 105.CMR.410.330: Smoke Detectors and Carbon Monoxide Alarms(A)(Smoke detectors faulty due to fire)105.CMR.410.500: A) Owner's Responsibility to Maintain Building and Structural Elements(Smoke,Water and Fire Damage.Ceilings And Walls.)(Electricity Shut Off,Due to Fire.Roof open to elements,Damaged wiring and Smoke Detectors Faulty.)  105.CMR.410.500: A-2)Owner's Responsibility to Maintain Building and Structural Elements(Windows,Broken,Missing,Boarded)105.CMR.410.500: A-2)Owner's Responsibility to Maintain Building and Structural Elements(Windows,Broken,Missing,Boarded) Roofing:105.CMR.410.500: A-2)Owner's Responsibility to Maintain Building and Structural Elements(Holes in Roof, Due to Fire.)105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A-1,3,4,5)105.CMR.410. 630: Conditions Deemed to Endanger or Materially Impair Health or Safety(A-3,10,12,15)",Owner,1&2,Cited,1336144,""
HSNG-25-771,"",Owner,"",Cited,1336161,""
HSNG-25-771,"",Owner,1&2,Cited,1336162,""
HSNG-25-771,"",Owner,1&2,Cited,1336163,""
HSNG-25-771,"",Owner,1&2,Cited,1336164,""
HSNG-25-771,"",Owner,1&2,Cited,1336165,""
HSNG-25-771,"",Owner,1&2,Cited,1336166,""
HSNG-25-771,"",Owner,1&2,Cited,1336167,""
HSNG-25-771,"",Owner,1&2,Cited,1336168,""
HSNG-25-771,"",Owner,1&2,Cited,1336169,""
HSNG-25-771,"",Owner,1&2,Cited,1336170,""
HSNG-25-771,"",Owner,1&2,Cited,1335482,""
HSNG-25-771,"",Owner,1&2,Cited,1336176,""
HSNG-25-771,"",Owner,1&2,Cited,1336175,""
HSNG-25-771,"",Owner,1&2,Cited,1336174,""
HSNG-25-771,"",Owner,1&2,Cited,1336173,""
HSNG-25-771,"",Owner,1&2,Cited,1336172,""
HSNG-25-770,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)wooden cabinets left on the street,Owner,"",Cited,1334946,09/23/2025
HSNG-25-769,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Bed frame, changing table left on the treebelt ",Owner,"",Corrected,1334941,09/23/2025
HSNG-25-768,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth along tree belt in front of fenced in lot),Owner,"",Corrected,1334936,09/30/2025
HSNG-25-766,OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth along sidewalk in front of properties on Taylor St),Owner,"",Corrected,"",10/16/2025
HSNG-25-767,"105.CMR.410.235: (A12) Owner’s Installation and Maintenance Responsibilities (A) The facilities and equipment the owner is required to provide include, but are not limited to: (12) Electrical light fixtures, switches, outlets and wiring;",Owner,"",Corrected,"",""
HSNG-25-767,23 Decker place kitchen outlet broken ,Tenant,"",Corrected,"",""
HSNG-25-767,"105.CMR.410.235:(A15) Owner’s Installation and Maintenance Responsibilities (15) Refrigerator with freezer, as required by 105 CMR 410.100, except and to the extent the occupant is required to provide these items under a written rental agreement.",Owner,"",Corrected,"",""
HSNG-25-767,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use, including:(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant; and(2) free from holes, cracks, loose plaster, or defects that renders the area, difficult to keep clean, create an injury risk, or provided entry or harborage of pest.",Owner,"",Corrected,"",""
HSNG-25-767,"",Owner,"",Cited,"",""
HSNG-25-767,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use, including:(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant; and(2) free from holes, cracks, loose plaster, or defects that renders the area, difficult to keep clean, create an injury risk, or provided entry or harborage of pest.( kitchen ceilings has water damage from unknown source) ",Owner,"",Corrected,"",""
HSNG-25-767,"105.CMR.410.500 Owner’s Responsibility to maintain Building and Structural Elements (A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use, including:(1) protected from wind, rain, and snow, and our weather, tight, free from excess moisture, or the appearance of mold and pest resistant; and(2) free from holes, cracks, loose plaster, or defects that renders the area, difficult to keep clean, create an injury risk, or provided entry or harborage of pest.( mold like substance in bathroom, tiles broken missing ) ",Owner,"",Corrected,"",""
HSNG-25-764,OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Sidewalk in front of lot is overgrown),Owner,"",Corrected,1334902,10/16/2025
HSNG-25-764,OVERGROWTH VACANT LOT CHAPTER 327 Article I § 327-13 L (2)(Lot is overgrown),Owner,"",Corrected,1334904,10/16/2025
HSNG-25-763,"Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( mattress ,tires on tree belt).",Owner,"",Cited,1334900,10/16/2025
HSNG-25-762,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)metal barrels/scrap metal on curb,Owner,"",Corrected,1334887,09/23/2025
HSNG-25-761,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Volvo XC90,Owner,"",Cited,1334865,09/30/2025
HSNG-25-760,"Maintenance of Land – YARD PROPERTY TREEBELT AND GUTTERPaper,Plastic,Cardboard,EtcProperty must be cleaned and maintained at all timesTo Avoid A Possible $100.00 Ticket Every 3 Days Until Property Is Completely Cleaned And Maintained. Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.    NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAYTO AVOID IMMEDIATE TICKET(Mattresses)",Owner,"",Corrected,"",""
HSNG-25-759,"105.CMR.410.550 Elimination of Pests(Mice)Owners and occupants are responsible for the control and elimination of pests as follows:(B)The owner of a residence containing two or more dwelling units, including a homeless shelter or a rooming house, shall maintain it and its premises free from infestation and shall be responsible for pest elimination.",Owner,"",Cited,1336430,""
HSNG-25-759,"105.CMR.410.500 Owners responsibility to maintain structural elements.(A) every owner of a residence shall maintain all building structural elements in compliance with accepted standards, so they are in good repair, and in every way fit for intended use.(1)(Ceilings water damage from unknown source)",Owner,"",Cited,"",""
HSNG-25-759,"105.CMR.410.500 Owners responsibility to maintain structural elements.(A)(Broken Plaster,1st Flr interior entry)",Owner,"",Cited,1337100,""
HSNG-25-759,Condemnation Posted.,Owner,"",Cited,"",""
HSNG-25-759,Condemnation Posted,Owner,"",Cited,"",""
HSNG-25-758,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Accumulation of litter and bulk furniture on tree belt in front of property),Owner,"",Corrected,1334792,10/07/2025
HSNG-25-757,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Black Hyundai Sante Fe,Owner,"",Corrected,1334733,09/30/2025
HSNG-25-756,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)white Nissan Altima,Owner,"",Corrected,1334717,09/30/2025
HSNG-25-754,"structural members -  105.CMR.410.500 (A) (1) (2) (Ceiling, water, damage, living room/bedroom, bathroom, door, hinges, broken, unsecured to door, framing, shower/tub paint peeling) WINDOWS NOT WEATHERTIGHT 105.CMR.410.530 (A) (1,2,3)(Multiple windows throughout unit not whether tight, kitchen window, seal, broken, window falls out of framing, bathroom and living room/bedroom, windows, sealed shut, painted over)Owner’s Installation, Maintenance and Repair Responsibilities -  105.CMR.410.235 (A)(12) (Living room outlet cover, missing, hallway light fixture flickers went on, does not shine consistently, bathroom outlet in not working/providing power at this time) INFESTATION OF ROACHES - RAT - MICE - VERMIN 105.CMR.410.550 (A) ( B)(my activity notice, infestation of mice, owner must hire a licensed exterminator and provide extermination reports within 30 days of extermination) ",Owner,"",Cited,"",""
HSNG-25-753,"PAINT PEELING, REMOVE LOOSE PAINT, REPAINT 105.CMR.410.500 (A) 2Garage ",Owner,"",Cited,1334684,10/16/2025
HSNG-25-753,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Pile of mulch front left yard,Owner,"",Corrected,1334687,09/30/2025
